字段1_文本,字段2,时间,字段3,时间1
黄家狗不理,小小的车身有着一颗大心脏。浩瀚平台又赋予了它强大的实力。这是一台驾驶者之车，动力随叫随到，非常丝滑，底盘表现的游刃有余，过弯和并道从容不迫。这也是一台少女专属，巧妙的空间利用率，设计中各种小心思，暖男能想到的，他都做到了。这也可以是一台奶爸车，让小朋友一上来就忍不住把玩的车机系统，语音交互，氛围灯。 以上是真实感受，具体点就是： 1，外观人畜无害，圆润可爱。当然这个仍然是见人见智，不多废话。就是巴博斯版的前脸底下红色灯光没必要，很土。 2，动力确实不得不提，舒适模式已经很够了一般超车很轻松了，提车三天了还没有用过巴博斯模式。加速非常丝滑，动能回收调成弱，与油车差异不大。 3，功能真是太齐全了，就是没有座椅通风，其他都具备，抬头显示太实用了，辅助驾驶够用，各种辅助音太吵了可以关掉。 4，设计非常用心。后座可前后移动，天幕有遮阳帘，中控台下面超大镂空放托特包，后尾箱隐藏空间很大。氛围灯有趣。 5，不得不提得底盘，是个惊喜。40万级别油车的底盘。巴博斯版过减速带比普通版舒服……过弯，并道确实一气呵成。 6，电控水平也不低，南方15摄氏度，城市路况也就15度电百公里，舒适模式。这个水平接近特斯拉啊。 7，车机系统，厂家在努力优化。整体来说菜单也比较简洁，功能也比较简单，车辆的各种设置可以轻松找到，系统的反应速度还是挺快。语音助手识别的很准。,2022-12-24,深圳,
lazypig211,"颜值长在我的G点的一款车。
续航在冬天到300km都很难。我严重怀疑大聪明是不是还要进行一轮ota，调整电控逻辑。
另外开车过程中的混音控制不稳定，尤其是使用蓝牙播放手机音乐时，会突然的在导航声音后拔高音量。

但是，但是，但是：
颜值，操控，加速，被动安全用起来非常舒服。
属于对于特定群体（我老婆）是完美车型。

价位如果不是与Model3重叠，我强烈推荐。
2023/07/22更新：
新增1月提车后到现在遇见的3个问题。目前都是偶发，但是个人猜测为编程问题。
另外360和雷达经常偶发延迟，车子的一血就是这样送的。磕到台阶沿后下一秒才突然报警。只是无法搜集到证据。
不过就像上面我说的，电控逻辑需要OTA。现在能直接感受到续航变长了。另外OTA后的车道保持也比之前顺畅了很多。",2023-02-01,苏州,
用户1146931086496,"整车体验感不错，我是首任车主，感受很好。提车1年，开了10000多公里，说下使用感受。 
1、外观内饰很好，回头率高，个人感觉暗物质黑比金色的耐看，而且不反光更耐脏，选黑色不后悔； 
2、辅助驾驶好用，关闭疲劳驾驶提醒，高速巡航110非常省心； 
3、能耗控制不错，时速100-110，试了几次地板电，提速非常快且平顺，开了260公里高速，平均能耗18；市区舒适模式、最低回收、音乐、空调都开着，能耗13-14，续航我是满意的。 
4、充电快速，用了下小鹏的快充，25%-80%用时35分钟，花了38块钱。 
5、音响满意，比家里的油车强不少！车机很流畅，但支持的app比较少。 
服务好，感受不错。。。",2023-12-10,青岛,
风寒已,买的心动版，优惠了三千块，送了充电桩、记录仪和原厂脚垫。开车比较少，回老家县城跑了290公里，市区跑了600公里，一共也算900公里了。 选择smart就是因为颜值，这也是它的优点。外观和内饰都好看，毕竟还是有德国血统的，细节处非常到位，就连音响喇叭上都有氛围灯。 天窗很晒，好在有遮阳帘，座椅通风也很好用，居然还用了奔驰的怀挡设计。 在外边看着车子小，其实做进来一点也不挤，就连后排也能做正常的高个子。后备箱反而就有点小了，因为被后排侵占了一部分。 系统不支持carplay，而且启动时候速度很慢，就看见一个大logo一直显示，我快把车开出车库了才启动完成。 行驶体验上明显的风噪大，应该和无框车门的设计有关系，有利有弊了。,2023-10-22,廊坊,
用户1662589508375,"整体车外观设计好看，内饰也不简陋，就后备箱空间小，但小型SUV里面又算很大了，有上下两层，车空间相当于中型车偏小一点点，续航冬天不行，14-15个电，开空调17-18，400公里左右，车机启动20秒左右，有过车机360卡顿，重启了就好了，4s店服务是真不行
【驾驶感受】
挺好开的，一直开的低回收，跟油车一样有惯性，过减速带的话一般吧
【购车经历】
我是买的订单，现车拿的
【维修成本】
说是豪情精灵，但是价格偏高，于奔驰维修成本一样，有本事按吉利算钱
【动力表现】
超车很爽，尤其是等红灯，一般车跑不过，感觉5秒左右，油车的话没有带M的都要甩一个红绿灯光景

【最不满意】
有过一次倒车急停，后面没有任何东西，后来我关了一个紧急刹车那个啥就没遇到了",2023-02-25,金华,
一只仙女皮卡丘,6月7日0.34.20的大定，11月4号变态锁定，11月5号发运，11号到店，交付入库系统出问题了，到店好多天了，一直没入库，约了下周验车 提车，终于等到了。一路从西安回到了延安，走高速回来还剩一点点。满意，后来又装了粉粉嫩嫩的脚垫，反正又好开又好看，音响方便可能我要求不高，我觉得挺好，胎噪也没用那么夸张，内饰也还算精致，反正我觉得没有网上说的那么不堪，所有东西都要自己试过以后发表言论，我是觉得比家里的奥迪更适合我上下班，比较短，好停车，就是车的宽窄现在还摸不来，继续熟悉吧，总体满意，老公老开着我粉嫩嫩的车车去上班，他的车都不开了。,2022-12-05,西安,
晓柱说房产,优点： 1.车小空间大，城市里好开好停。 2.外观在线，奔驰设计yyds。 3.配置高，但驾驶辅助一般，不如特斯拉好用。 4.前独立悬挂，后五连杆，小车很稳，减震可以。 5.能耗可以，冬天开空调350没问题，夏天450。 6.抬头显示好用，比特斯拉好太多了。 缺点： 1.内饰塑料感太重，弄点木纹或者仿皮能提升好几个档次，这是我最不能接受缺点。 2.交车太慢，而且还有插队。 3.车机太卡而且启动太慢，竟然不自带行车记录。 4.座椅填充物有点问题，座椅有点塌陷不会弹。 5.后备箱一脚踢不好用时长打不开。蓝牙钥匙老是断开，不如特斯拉稳定。 6.微信功能太不好用了，不如取消微信按键。 7.车机画面不精致，看着像老年机。 8.方向盘按键灯光颜色太暗，白天看不清楚。,2022-12-27,济南,
Kerin0624,拥有Smart精灵一号有大半年的时间了，去年7月下旬下定，今年4月提车，唯一后悔的就是，下定太晚啦！ 刚了解到这款车的时候一眼被它圆润可爱的外观吸引，内饰设计同样令人惊艳，简约而不失时尚，氛围灯直接氛围拉满，各种功能按键布局合理，还有可爱的车机助手小狐狸。 而且作为一辆紧凑型suv，车内空间我觉得很OK，本人身高比较高，所以在之前选车时就很注重空间这一点。家人朋友也都觉得乘坐的感觉很舒适，还说没想到里面空间这么大。 家里原有一辆油车，添置电车也主要是针对我上下班通勤的用途。一开始家里人对电车有所顾忌，担心续航充电等相关问题，但这么多时间下来就是两个字：真香！电车大大降低了我的用车成本，精致又省钱。自从开smart以来真的经常被身边人夸车子好看，既满足了对时尚、个性的追求，又能享受到高品质的驾驶感受，超棒哦！,2023-11-24,上海,
高扬不是羔羊889,"提车行驶了300多公里，说下使用感受。
先说下优势
重点是价格，这个价格区间的电车能够选择的配置又好的，我最终选择了smart！
1、整体外观颜值高：精致可爱，仪式感满满，毕竟奔驰的设计，外观內饰很好，回头率高，推荐选择暗物质黑，后期还可以自己贴膜换色；
2、车机助手小狐狸语音识别性高，驾驶离不开的功能。
3、﻿﻿能耗控制不错，时速100-110，提速非常快且平顺，开了260公里高速，平均能耗 18；
4、充电快速，用了下小鹏的快充， 25%-80%
用时 35分钟，花了 38块钱。
5、音响满意，品牌音响，数了下机车内部8个音响，环绕效果好，比老款奥迪a4强不少!
6、智能香氛系统设置很棒，有多种味道可以选择，而且味道还很好闻，个人推荐蔚蓝空间
7、超大空间后备箱，两种开启模式，完全解放了我的双手.

不满意的地方：
1. ﻿﻿空调最低风还是有点大，希望后期OTA升级一下；
2. ﻿﻿蓝牙连接略有不稳定；
3. 新车还是有点味道的。
建议：买车之前一定要去店铺试驾，试过之后你才知道适不适合自己！！！
配置方面建议还是选择顶配，毕竟一分钱一分货！！！",2023-03-10,北京,
优雅圆月dQv,"车子外观很漂亮，在 20w 价位里无人能敌，用车成本很低，车子开起来也没什么毛病，适合日常通勤开开，一年下来一万多公里。
选车心路历程：
品牌上，不认可新势力品牌，不认可 tsl，对传统品牌更认同。
产品力上，不认可过度智能化，不认可沙发冰箱大彩电，对本质上的造车能力更看重。
营销上，讨厌走 min  cui 路线的某两家，讨厌被道德绑架，讨厌不买不是 zhongguo 人的那套理论。
设计上，美学要求高，讨厌过度设计，讨厌自认为自己很牛逼的土俗设计。
不追求性价比，只想要在 30w 内有小资情调代步车，所以其实选择不算多。
本来考虑宝马 225两门，但是要等太久，最后拍板精灵。
真香，推荐。",2023-11-17,西安,
