字段1_文本,字段2,时间,字段3,时间1
玩车报告,"哪吒作为造车新势力中的一员，对比其他新势力品牌，不得不说它无论是在市场热度上还是认可度上，都弱了一些。今天玩车弟要跟大家聊的，就是哪吒U 2021款Pro，它有三种不同的续航标准，分别为400公里、500公里以及610公里。今天要聊的，就是这款续航里程610km的探火版车型。
外观方面，前脸轮廓饱满，大灯组采用了类似獠牙式设计，封闭式的进气格栅以一条银色饰条进行装饰。车身侧面则运用了多条干练的线条加以修饰，再搭配内旋样式的双五辐轮毂，进一步提升了运动感。尾灯采用了流行的贯穿式设计，现在市面上的车都是这些，让玩车弟觉得少了点个性。
内饰方面，整体风格以简约为主，全液晶仪表和中控屏采用双连屏设计，科技感不错；中控台区域还采用了大量的软性材料包裹，质感也在线。
车身尺寸方面，车辆的长宽高分别为4530/1860/1628mm，轴距为2770mm，车内空间比较宽裕，头部和腿部都不会觉得憋屈。
配置方面，哪吒U配备了胎压显示、主/副驾安全气囊、前排侧气囊。另外像是全自动泊车、一键式遥控泊车、全速段自适应巡航、高速巡航中央行驶辅助、前碰撞预警、自动紧急制动等辅助驾驶功能也都配齐了，配置上展现的诚意令人满意。
 动力方面，哪吒U Pro续航里程各不相同，最低配车型400巡航版续航里程为400km，500环球版与500登月版续航里程为500km，最高配车型探火版车型续航里程可达610km，属于行业内平均水准。
整体来看，哪吒U 的表现比较均衡，不足可能在于品牌对车型的赋能不够，看来后续还是要重点解决品牌的建设啊。",,,2022-02-19
一号汽车,"本次上海车展上带来了众多的新能源车型，每个车型都有着属于自身的风格，而哪吒作为主打智能科技的新能源汽车品牌，在本次上海车展上上市了哪吒U pro车型，作为全面升级的车型，分别在各个方面都做到了提升，各种智能配置的加持让它在智能互联与智能驾驶方面更方便大家的使用。

外观方面，整体造型外观没有太大的变化，不过哪吒U pro最具亮点的部分就在于正面有着多种光源组成的日间行车灯，在夜晚行驶相当具有辨识度，上下左右的分布贯穿整个车头，封闭式的进气格栅也很符合新能源车型的定位，侧面短小的车身长度在城市中行驶相当的灵活。

配置方面，新车相比老款车型增加了AGS主动进气格栅和低拖滞卡钳，并采用C-booster智能电控刹车系统，内饰更值得一提的在于A柱升级为2.0版本，可实现导航、天气、动画等显示功能，效果相当的酷炫。",2021-04-26,,
车壹圈,作为一款新势力纯电动SUV车型，哪吒U在外观设计上非常有辨识度，封闭式的进气格栅设计加上贯穿式日间行车灯一眼就能分辨车型身份。内饰多块屏幕的组合也保证了使用的科技感，且智能语音助手反应灵敏识别度高。驾乘上，哪吒U并没有太多突出的亮点，整体驾乘感受与大多数出电动车相同，加速反应灵敏、线性，制动力均衡。得益于电机的加持，整体的NVH表现也达到了同级应由的水平。总体来说，对纯电SUV车型有购买需求的消费者而言，哪吒U值得考虑。,,,2021-12-24
你,作为小众品牌今天是第一次在我们这地方看到，简单了解了下并进行了试驾，试驾车为500登月版浅谈下试驾感受：1.车辆外观及内饰是比较符合个人审美的，内饰软材质较多，配置很足该有的都有，后排空间不错前排调到本人驾驶位后排腿部空间目测还有一掌有余，头部空间也比较充裕（本人180），后备箱空间深度比较理想。2.试驾为部分城市路部分高架（限速80）首先刹车踏板行程短，踩少了不停踩多了变急刹，起步并没有特别快中段加速还是比较给力的。3.起步及怠速会有电机的电流声不大，车辆速度到80车内噪音控制的还是不错的，车身也比较稳定，悬挂偏舒适。4.车辆音响还是不错的，语音控制识别及反应还可以，车机APP不是很多，空调中控触屏那块由于是大晴天反光是比较严重的等于盲操。总结：空间大配置高内饰用料不错，操控和行驶品质有待提高，舒适度不错，性价比较高。,,,2021-06-30
汽车天涯,哪吒U采用最新家族式设计语言，整体造型流畅协调。封闭式进气格栅搭配亮色装饰亮条营造了年轻时尚的视觉效果。造型犀利的前大灯组辨识度很高，功能方面自适应远近光、自动头灯、大灯延时关闭等均有配备。 车身尺寸方面哪吒U的长宽高分别为4549x1860x1628mm，轴距为2770mm。 内饰方面哪吒U采用常规对称式中控台设计，真皮包裹的双辐方向盘造型新颖，两侧集成多媒体、蓝牙等配置功能，实用性非常不错。黑色内饰搭配银色饰板简洁耐看，进一步提升了车内的品质感。另外值得一提的是哪吒U搭载的第三代骁龙座舱平台支持DIY出行短视频、虚拟地图显示、面部识别疲劳监测、自定义情景模式等功能，仪表屏、中控屏、空调屏等“多屏互动”增加了人与车的互动感与便捷性，可以体验到不同于其他车型上的科技感和智能感。,,,2022-07-31
幽默大旭的日常,这车空间大没的说，但是小毛病比较多，我开了两个月目前发现的就是仪表盘故障灯会跳，仪表盘黑屏2-3秒在亮，ab柱比市面上同级别的车盲区都要大！这也是为啥这个车顶配有透明ab柱的原因！,,,
车云网,"外观：作为哪吒U的一款改款车型，哪吒U-II的设计虽没有太大的调整，但整体造型年轻时尚，符合当下汽车主流审美。绿色机甲黑看起来也十分运动。

内饰：内饰中规中矩，看起来还可以。
空间：虽然哪吒U-II的扭矩虽然是紧凑型的，但是内部空间意外的不错，很宽敞，不管是前排还是后排都不错。

动力：哪吒U-II 400、500车型搭载一台最大功率120kW千瓦、峰值扭矩210N·m的永磁同步驱动电机，而610车型则提升为最大功率170kW，峰值扭矩为310N·m。日常出行没什么问题。

智能化：智能化升级是哪吒U-II最突出的亮点，得益于采用了高通8155芯片，哪吒U-II的车机反应速度与功能体验极为流畅，目前这也是同级唯一采用8155车机芯片的产品。AI助手，语音播报方面都蛮全的。

驾驶感受：整个车开起来中规中矩，9.5秒左右的破百时间虽然挺一般，但好在电机的动力响应足够轻快，刹车的脚感足够线性。

总的来说从性价比来说，哪吒U-II已经相当能打了。",,,2023-03-17
汽车天涯,哪吒U Pro与此前的哪吒U造型设计基本相同，个性的灯组造型、外凸的轮眉、前包围都是这台车显得个性十足。车尾造型稍显简约，平直的线条，看起来层次感非常丰富。车内布局比较简约，双联屏的设计使车内的科技感得到很大的提升。值得一提的是，顶配车型可以选装透明A柱，用来解决视野盲区的问题。 在动力表现上，它的动力响应还是比较快的，能够满足日常使用。制动踏板不是很线性。悬架调校偏向舒适，路上的大小颠簸都可以得到有效的过滤。,,,2021-09-30
网新社Shake,合众汽车的一款紧凑型纯电SUV，工信部续航里程610km，车身尺寸4530*1860*1628，空间足够。配置方面也比较丰富，签后驻车雷达，360°全景影像，三种驾驶模式切换等等。但是车内隔音效果不好。,2021-08-19,,
GO车情报员,哪吒U定位是一辆紧凑级SUV车型，不过因为是纯电车，所以内部的空间和同级别的燃油车相比更加宽敞。外观的造型依旧是新能源车型的封闭式中网造型，不过两侧的大灯组造型很有辨识度，所以并不是一张大众脸。车尾采用了贯穿式尾灯的造型，非常时尚的造型。内饰采用了双联屏的造型，科技感十足。搭载了三元锂电池组，冬季的续航表现会更好。现在受到了电池原材料涨价的影响，车型的价格都上浮了，不过还是可以在接受的范围内！,,,2022-04-07
汽车网评,2022款 Pro 400 畅行版的发布，将哪吒U的入门价格进一步拉低，对于这样一台拥有400KM续航的紧凑型SUV来说，10.28万的入门门槛，可谓是相当低了。相比于原有的400 巡航版，取消了双12.3英寸屏幕，配备了一款8英寸显示屏，同时取消了部分智能互联配置，扬声器数量也降低至2个。对于一些实用主义的人群来说，降低了售价，取消了一些对他们来说并不重要的配置，或许再适合不过了。不过2000元的差距，有比较大的娱乐配置的区别，也许畅行版是用来突出巡航版的性价比的也说不定呢。,,,2022-02-21
用户8527516558990,坐标上海，提车一周，汽车行驶平稳舒适，空间大，噪音低，轮胎粗壮大气，中国人大多数讲究品牌，朋友都说好看，特斯拉你坐坐肯定没这舒服，后排号称小板凳，行驶不平路面也比较抖人家说成运动风格，我比较讲究实惠，A柱粗但是安全性高了，鱼和熊掌不能兼得，还没发现啥特别明显缺点，再开段时间再分享感受,2022-10-14,,
My车轱辘,在大家最为关注的动力输出方面，哪吒U Pro 500 登月版的最大功率为120kW，峰值扭矩为210N·m，综合续航里程为500km，在数据上相比同级别的很多竞品都要强一些。此外，哪吒U Pro还搭载了主动闭合式进气格栅、电池预加热等功能，值得注意的是新车搭载了“透明”A柱，大大降低了驾驶者的视觉盲区，提高了行车安全，这方面值得给哪吒U Pro加分。车内搭载了双联屏以及专门用来控制空调的显示屏，科技感是很足，但在阳光暴晒下的亮度显然不足。,,,2021-06-23
